Limited Access To Healthy Foods-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Limited Access To Healthy Foods
2018,31081,Hamilton County,Nebraska,9,2.7360765899
2018,31127,Nemaha County,Nebraska,9,1.2583335659
2018,31161,Sheridan County,Nebraska,9,10.341645419
2018,36011,Cayuga County,New York,9,0.9936326721
2018,37197,Yadkin County,North Carolina,9,5.2809704002
2018,39019,Carroll County,Ohio,9,1.9024164015
2018,39039,Defiance County,Ohio,9,5.7335315549
2018,39063,Hancock County,Ohio,9,3.8278323486
2018,39083,Knox County,Ohio,9,5.9506485495
2018,39165,Warren County,Ohio,9,6.1041151737
2018,40011,Blaine County,Oklahoma,9,23.508074577
2018,40073,Kingfisher County,Oklahoma,9,4.1167123211
2018,42047,Elk County,Pennsylvania,9,4.7173828466
2018,42051,Fayette County,Pennsylvania,9,6.350218836
2018,45017,Calhoun County,South Carolina,9,0.2724689817
2018,47001,Anderson County,Tennessee,9,2.6408467875
2018,47007,Bledsoe County,Tennessee,9,1.8957478556
2018,51027,Buchanan County,Virginia,9,1.1125299876
2018,51073,Gloucester County,Virginia,9,1.5607259548
2018,51191,Washington County,Virginia,9,1.4976766446
2018,51197,Wythe County,Virginia,9,4.4386175504
2018,53003,Asotin County,Washington,9,4.6132834554
2018,53071,Walla Walla County,Washington,9,5.3705285071
2018,54037,Jefferson County,West Virginia,9,5.5026861477
2018,01079,Lawrence County,Alabama,9.1,5.3540348345
2018,02060,Bristol Bay Borough,Alaska,9.1,11.679363273
2018,05005,Baxter County,Arkansas,9.1,5.6192546204
2018,05007,Benton County,Arkansas,9.1,6.6890514669
2018,05141,Van Buren County,Arkansas,9.1,6.7285462684
2018,06037,Los Angeles County,California,9.1,1.4529508488
2018,08101,Pueblo County,Colorado,9.1,17.147800154
2018,12101,Pasco County,Florida,9.1,12.071725277
2018,13019,Berrien County,Georgia,9.1,10.396093176
2018,16035,Clearwater County,Idaho,9.1,3.4415662297
2018,17093,Kendall County,Illinois,9.1,6.1358801841
2018,18107,Montgomery County,Indiana,9.1,3.7659388809
2018,18125,Pike County,Indiana,9.1,0.8508719481
2018,18135,Randolph County,Indiana,9.1,7.8572297424
2018,18183,Whitley County,Indiana,9.1,1.2148594736
2018,19011,Benton County,Iowa,9.1,4.2801148324
2018,19069,Franklin County,Iowa,9.1,5.7082347771
2018,19119,Lyon County,Iowa,9.1,2.4777687602
2018,19163,Scott County,Iowa,9.1,3.4530755388
2018,20097,Kiowa County,Kansas,9.1,13.153391584
2018,20107,Linn County,Kansas,9.1,4.8481930582
2018,21051,Clay County,Kentucky,9.1,13.772613525
2018,21121,Knox County,Kentucky,9.1,17.902610166
2018,22037,East Feliciana Parish,Louisiana,9.1,0.4371358891
2018,22089,St. Charles Parish,Louisiana,9.1,11.279307071
2018,23025,Somerset County,Maine,9.1,3.8989142109
2018,24003,Anne Arundel County,Maryland,9.1,4.1371283192
2018,26031,Cheboygan County,Michigan,9.1,3.8733831263
2018,27081,Lincoln County,Minnesota,9.1,2.9255697742
2018,27089,Marshall County,Minnesota,9.1,15.615833898
2018,28143,Tunica County,Mississippi,9.1,8.4289779013
2018,28157,Wilkinson County,Mississippi,9.1,8.4987184281
2018,29005,Atchison County,Missouri,9.1,1.5394525964
2018,29117,Livingston County,Missouri,9.1,3.687465692
2018,29213,Taney County,Missouri,9.1,17.457605419
2018,31131,Otoe County,Nebraska,9.1,19.6085386
2018,32510,Carson City,Nevada,9.1,2.7442704051
2018,35035,Otero County,New Mexico,9.1,7.9017505315
2018,37077,Granville County,North Carolina,9.1,8.4577354828
2018,37147,Pitt County,North Carolina,9.1,8.4729518837
2018,38071,Ramsey County,North Dakota,9.1,5.241748761
2018,38077,Richland County,North Dakota,9.1,5.3603778641
2018,38101,Ward County,North Dakota,9.1,7.4032171984
2018,39037,Darke County,Ohio,9.1,3.493969159
2018,39161,Van Wert County,Ohio,9.1,6.8400346343
2018,42039,Crawford County,Pennsylvania,9.1,4.0617753523
2018,42061,Huntingdon County,Pennsylvania,9.1,0.4651855058
2018,42087,Mifflin County,Pennsylvania,9.1,6.940658061
2018,42089,Monroe County,Pennsylvania,9.1,5.510368082
2018,42097,Northumberland County,Pennsylvania,9.1,2.248186411
2018,47147,Robertson County,Tennessee,9.1,1.8745406917
2018,48423,Smith County,Texas,9.1,8.1379072281
2018,51069,Frederick County,Virginia,9.1,4.9745222134
2018,51081,Greensville County,Virginia,9.1,0.2504176815
2018,51175,Southampton County,Virginia,9.1,5.0980481037
2018,53041,Lewis County,Washington,9.1,6.3648330396
2018,53049,Pacific County,Washington,9.1,3.9229660021
2018,54029,Hancock County,West Virginia,9.1,17.418054778
2018,54067,Nicholas County,West Virginia,9.1,3.973943503
2018,55027,Dodge County,Wisconsin,9.1,2.7176659528
2018,56021,Laramie County,Wyoming,9.1,11.906202265
2018,02195,Petersburg Borough,Alaska,9.2,0.6674929034
2018,05135,Sharp County,Arkansas,9.2,17.99477855
2018,12069,Lake County,Florida,9.2,11.843973644
2018,13029,Bryan County,Georgia,9.2,9.6445856095
2018,13277,Tift County,Georgia,9.2,5.7360223858
2018,18019,Clark County,Indiana,9.2,4.4652838189
2018,20053,Ellsworth County,Kansas,9.2,10.823345121
2018,20117,Marshall County,Kansas,9.2,12.877396761
2018,21013,Bell County,Kentucky,9.2,9.9935545792
2018,26027,Cass County,Michigan,9.2,3.230484367
2018,26069,Iosco County,Michigan,9.2,5.2867243906
2018,27095,Mille Lacs County,Minnesota,9.2,2.6195138013
2018,29023,Butler County,Missouri,9.2,8.6204783925
2018,29055,Crawford County,Missouri,9.2,3.5426578173
2018,30023,Deer Lodge County,Montana,9.2,2.7436247222
2018,31001,Adams County,Nebraska,9.2,12.181212398
2018,36023,Cortland County,New York,9.2,4.3112925152
2018,36067,Onondaga County,New York,9.2,6.0788605686
2018,36107,Tioga County,New York,9.2,1.0604493348
2018,37049,Craven County,North Carolina,9.2,8.6952444925
2018,37061,Duplin County,North Carolina,9.2,6.3194708107
2018,37093,Hoke County,North Carolina,9.2,7.8582628107
2018,37107,Lenoir County,North Carolina,9.2,13.311760301
2018,37123,Montgomery County,North Carolina,9.2,6.8648555271
2018,39033,Crawford County,Ohio,9.2,13.626245013
2018,39107,Mercer County,Ohio,9.2,2.6061302933
2018,39143,Sandusky County,Ohio,9.2,3.2661526121
2018,39155,Trumbull County,Ohio,9.2,11.290641758
2018,40049,Garvin County,Oklahoma,9.2,4.9865441774
2018,40123,Pontotoc County,Oklahoma,9.2,9.2410966823
2018,41001,Baker County,Oregon,9.2,14.506172946
2018,42017,Bucks County,Pennsylvania,9.2,4.4579654767
2018,42121,Venango County,Pennsylvania,9.2,1.9556301358
2018,46047,Fall River County,South Dakota,9.2,12.456780654
2018,47071,Hardin County,Tennessee,9.2,7.382664825
2018,48203,Harrison County,Texas,9.2,4.8363784109
2018,51005,Alleghany County,Virginia,9.2,7.8947574046
2018,51087,Henrico County,Virginia,9.2,4.7260929232
2018,51149,Prince George County,Virginia,9.2,6.9481604501
2018,54007,Braxton County,West Virginia,9.2,9.4537935541
2018,02013,Aleutians East Borough,Alaska,9.3,14.590333155
2018,02198,Prince of Wales-Hyder Census Area,Alaska,9.3,8.8410730896
2018,05075,Lawrence County,Arkansas,9.3,16.813665268
2018,08071,Las Animas County,Colorado,9.3,12.623612649
2018,12119,Sumter County,Florida,9.3,5.9882168531
2018,13267,Tattnall County,Georgia,9.3,6.464888963
2018,13287,Turner County,Georgia,9.3,8.3369065167
2018,17161,Rock Island County,Illinois,9.3,5.9855055832
2018,18063,Hendricks County,Indiana,9.3,6.977471219
2018,18093,Lawrence County,Indiana,9.3,2.9283344738
2018,18119,Owen County,Indiana,9.3,0.2655701839
2018,18153,Sullivan County,Indiana,9.3,5.4341531086
2018,18167,Vigo County,Indiana,9.3,19.991167757
2018,18179,Wells County,Indiana,9.3,12.674878804
2018,19117,Lucas County,Iowa,9.3,9.6064058322
2018,20075,Hamilton County,Kansas,9.3,7.4315800583
2018,20119,Meade County,Kansas,9.3,16.495173703
2018,21161,Mason County,Kentucky,9.3,6.9389759187
2018,21219,Todd County,Kentucky,9.3,3.2557369422
2018,22031,De Soto Parish,Louisiana,9.3,9.2570296612
2018,22061,Lincoln Parish,Louisiana,9.3,19.398698244
2018,24015,Cecil County,Maryland,9.3,6.5409237665
2018,26127,Oceana County,Michigan,9.3,4.3702936685
2018,28021,Claiborne County,Mississippi,9.3,9.14879043
2018,29033,Carroll County,Missouri,9.3,9.1277192173
2018,29075,Gentry County,Missouri,9.3,9.6868318301
2018,29177,Ray County,Missouri,9.3,2.1376940147
2018,32033,White Pine County,Nevada,9.3,12.457449331
2018,34021,Mercer County,New Jersey,9.3,3.6696390745
2018,35057,Torrance County,New Mexico,9.3,21.645806289
2018,36093,Schenectady County,New York,9.3,2.9814722894
2018,37073,Gates County,North Carolina,9.3,7.8891749136
2018,38073,Ransom County,North Dakota,9.3,1.7758858994
2018,39007,Ashtabula County,Ohio,9.3,9.9565004906
2018,40087,Mcclain County,Oklahoma,9.3,3.3907148272
2018,40119,Payne County,Oklahoma,9.3,10.721854847
2018,42075,Lebanon County,Pennsylvania,9.3,4.4743843882
2018,42085,Mercer County,Pennsylvania,9.3,7.8646703292
2018,42133,York County,Pennsylvania,9.3,5.4384025028
2018,47171,Unicoi County,Tennessee,9.3,1.8870717725
2018,49003,Box Elder County,Utah,9.3,5.1067888943
2018,49007,Carbon County,Utah,9.3,9.0348291001
2018,50011,Franklin County,Vermont,9.3,1.8801226407
2018,51029,Buckingham County,Virginia,9.3,5.0087662887
2018,51155,Pulaski County,Virginia,9.3,3.9031996445
2018,51193,Westmoreland County,Virginia,9.3,No Data
2018,51199,York County,Virginia,9.3,2.8443078539
2018,54015,Clay County,West Virginia,9.3,9.8604286501
2018,54041,Lewis County,West Virginia,9.3,4.3545318335
2018,55105,Rock County,Wisconsin,9.3,12.084731286
2018,56031,Platte County,Wyoming,9.3,4.3427302856
2018,01011,Bullock County,Alabama,9.4,32.339190387
2018,01057,Fayette County,Alabama,9.4,0.4299896114
2018,01103,Morgan County,Alabama,9.4,8.2711687673
2018,04015,Mohave County,Arizona,9.4,18.697614504
2018,04023,Santa Cruz County,Arizona,9.4,18.324118146
2018,05029,Conway County,Arkansas,9.4,9.7478411188
2018,06039,Madera County,California,9.4,5.4188903903
2018,06099,Stanislaus County,California,9.4,3.3693720593
2018,10005,Sussex County,Delaware,9.4,6.8727678902
2018,13039,Camden County,Georgia,9.4,17.807885314
2018,13299,Ware County,Georgia,9.4,13.368074168
2018,16011,Bingham County,Idaho,9.4,11.527894951
2018,16019,Bonneville County,Idaho,9.4,11.404364353
2018,18043,Floyd County,Indiana,9.4,5.4646378198
2018,18079,Jennings County,Indiana,9.4,10.172774691
2018,20155,Reno County,Kansas,9.4,9.0126062273
2018,20191,Sumner County,Kansas,9.4,4.7149018541
2018,21191,Pendleton County,Kentucky,9.4,0.2037367331
2018,24047,Worcester County,Maryland,9.4,6.0310399019
2018,26159,Van Buren County,Michigan,9.4,1.7066961167
2018,31087,Hitchcock County,Nebraska,9.4,37.601583978
2018,35013,Doña Ana County,New Mexico,9.4,16.507741703
2018,35039,Rio Arriba County,New Mexico,9.4,No Data
2018,36003,Allegany County,New York,9.4,1.3248667223
2018,36047,Kings County,New York,9.4,0.0016470701
2018,36051,Livingston County,New York,9.4,3.9097163188
2018,36105,Sullivan County,New York,9.4,2.8456176088
2018,37025,Cabarrus County,North Carolina,9.4,8.2684935713
2018,39047,Fayette County,Ohio,9.4,3.8719745508
2018,39089,Licking County,Ohio,9.4,8.1995474091
2018,39111,Monroe County,Ohio,9.4,2.5619954265
2018,39175,Wyandot County,Ohio,9.4,1.6947141017
2018,40009,Beckham County,Oklahoma,9.4,7.8483468124
2018,40071,Kay County,Oklahoma,9.4,15.261959964
2018,40075,Kiowa County,Oklahoma,9.4,19.277810526
2018,41009,Columbia County,Oregon,9.4,1.4200594887
2018,42125,Washington County,Pennsylvania,9.4,9.6460255964
2018,46013,Brown County,South Dakota,9.4,8.3610885494
2018,47051,Franklin County,Tennessee,9.4,6.3925585485
2018,47121,Meigs County,Tennessee,9.4,0.6948109236
2018,51047,Culpeper County,Virginia,9.4,2.8807513674
2018,51099,King George County,Virginia,9.4,2.1241339
2018,51101,King William County,Virginia,9.4,2.859613367
2018,51167,Russell County,Virginia,9.4,0.9835322293
2018,51171,Shenandoah County,Virginia,9.4,3.1988419579
2018,54031,Hardy County,West Virginia,9.4,6.4404993827
2018,54083,Randolph County,West Virginia,9.4,3.3835798625
2018,55087,Outagamie County,Wisconsin,9.4,4.7856243041
2018,01001,Autauga County,Alabama,9.5,13.020997971
2018,01037,Coosa County,Alabama,9.5,7.7172192361
2018,01059,Franklin County,Alabama,9.5,5.7351046475
2018,04027,Yuma County,Arizona,9.5,10.30404572
2018,05129,Searcy County,Arkansas,9.5,14.640397097
2018,05149,Yell County,Arkansas,9.5,7.7791137584
2018,06025,Imperial County,California,9.5,7.6487355607
2018,10003,New Castle County,Delaware,9.5,6.0224370161
2018,12111,St. Lucie County,Florida,9.5,15.218196507
2018,12131,Walton County,Florida,9.5,10.073211095
2018,13075,Cook County,Georgia,9.5,0.776539547
2018,13255,Spalding County,Georgia,9.5,12.654076292
2018,16031,Cassia County,Idaho,9.5,8.9599808464
2018,17029,Coles County,Illinois,9.5,10.410007183
2018,17091,Kankakee County,Illinois,9.5,6.0683285371
2018,18067,Howard County,Indiana,9.5,10.439103129
2018,18141,St. Joseph County,Indiana,9.5,8.1587166949
2018,18163,Vanderburgh County,Indiana,9.5,11.614011952
2018,19051,Davis County,Iowa,9.5,3.3285946226
2018,19109,Kossuth County,Iowa,9.5,4.1417600705
2018,21001,Adair County,Kentucky,9.5,3.403806555
2018,21021,Boyle County,Kentucky,9.5,7.3344366131
2018,21229,Washington County,Kentucky,9.5,5.1638743127
2018,22015,Bossier Parish,Louisiana,9.5,10.92777549
2018,22077,Pointe Coupee Parish,Louisiana,9.5,10.541854149
2018,22099,St. Martin Parish,Louisiana,9.5,5.7163003707
2018,22121,West Baton Rouge Parish,Louisiana,9.5,7.2838966635
2018,22127,Winn Parish,Louisiana,9.5,5.6153335916
2018,26077,Kalamazoo County,Michigan,9.5,8.0717193253
2018,26133,Osceola County,Michigan,9.5,0.0269463907
2018,28075,Lauderdale County,Mississippi,9.5,17.344334209
2018,28119,Quitman County,Mississippi,9.5,62.599917732
2018,28121,Rankin County,Mississippi,9.5,8.2548758029
2018,29111,Lewis County,Missouri,9.5,13.000134016
2018,30017,Custer County,Montana,9.5,4.5418035142
2018,30087,Rosebud County,Montana,9.5,10.709599291
2018,31013,Box Butte County,Nebraska,9.5,9.1723793572
2018,31055,Douglas County,Nebraska,9.5,2.3288395708
2018,34015,Gloucester County,New Jersey,9.5,6.4689417469
2018,35033,Mora County,New Mexico,9.5,59.960352564
2018,36019,Clinton County,New York,9.5,3.2263747494
2018,37113,Macon County,North Carolina,9.5,3.4161120427
2018,37157,Rockingham County,North Carolina,9.5,9.8455508609
2018,37171,Surry County,North Carolina,9.5,2.9814291743
2018,38061,Mountrail County,North Dakota,9.5,2.5040380544
2018,39015,Brown County,Ohio,9.5,2.7618252493
2018,39017,Butler County,Ohio,9.5,9.4298960949
2018,39059,Guernsey County,Ohio,9.5,12.510739541
2018,39129,Pickaway County,Ohio,9.5,3.0329537542
2018,40099,Murray County,Oklahoma,9.5,5.7104804864
2018,41059,Umatilla County,Oregon,9.5,11.921353016
2018,41061,Union County,Oregon,9.5,3.7538440488
2018,42021,Cambria County,Pennsylvania,9.5,6.3455856312
2018,42041,Cumberland County,Pennsylvania,9.5,5.2812415318
2018,42107,Schuylkill County,Pennsylvania,9.5,2.4034374002
2018,48373,Polk County,Texas,9.5,5.0299080641
2018,49015,Emery County,Utah,9.5,11.508609671
2018,51105,Lee County,Virginia,9.5,0.0018293896
2018,51121,Montgomery County,Virginia,9.5,4.4036232319
2018,51131,Northampton County,Virginia,9.5,0.00038784
2018,51163,Rockbridge County,Virginia,9.5,7.2951407261
2018,51810,Virginia Beach City,Virginia,9.5,2.5527004833
2018,53009,Clallam County,Washington,9.5,12.600490179
2018,55079,Milwaukee County,Wisconsin,9.5,2.3154567531
2018,05039,Dallas County,Arkansas,9.6,26.792627756
2018,05071,Johnson County,Arkansas,9.6,13.329277557
2018,05079,Lincoln County,Arkansas,9.6,17.503821198
2018,05099,Nevada County,Arkansas,9.6,27.36228135
2018,06019,Fresno County,California,9.6,5.3493111124
2018,06065,Riverside County,California,9.6,6.9654696598
2018,06101,Sutter County,California,9.6,8.136842855
2018,09015,Windham County,Connecticut,9.6,2.567837933
2018,12009,Brevard County,Florida,9.6,12.056888393
2018,13073,Columbia County,Georgia,9.6,5.9153058646
2018,13081,Crisp County,Georgia,9.6,3.4997786872
2018,17199,Williamson County,Illinois,9.6,12.314293748
2018,18005,Bartholomew County,Indiana,9.6,10.486159267
2018,18059,Hancock County,Indiana,9.6,8.4532495134
2018,18155,Switzerland County,Indiana,9.6,3.1143257648
2018,18157,Tippecanoe County,Indiana,9.6,17.436907114
2018,20013,Brown County,Kansas,9.6,13.682884983
2018,20189,Stevens County,Kansas,9.6,10.691794456
2018,21005,Anderson County,Kentucky,9.6,2.3325396439
2018,21183,Ohio County,Kentucky,9.6,2.879397788
2018,21207,Russell County,Kentucky,9.6,2.3884935574
2018,22039,Evangeline Parish,Louisiana,9.6,6.289346854
2018,22065,Madison Parish,Louisiana,9.6,3.0635602902
2018,26091,Lenawee County,Michigan,9.6,10.306356059
2018,28041,Greene County,Mississippi,9.6,1.6900523319
2018,28091,Marion County,Mississippi,9.6,6.1150044096
2018,31079,Hall County,Nebraska,9.6,7.0370759303
2018,31151,Saline County,Nebraska,9.6,11.382110147
2018,35029,Luna County,New Mexico,9.6,23.864665629
2018,35061,Valencia County,New Mexico,9.6,26.9190215
2018,36089,St. Lawrence County,New York,9.6,7.2891816219
2018,37017,Bladen County,North Carolina,9.6,7.2511461904
2018,37065,Edgecombe County,North Carolina,9.6,9.5589171538
2018,37097,Iredell County,North Carolina,9.6,5.7551989977
2018,37181,Vance County,North Carolina,9.6,2.9939875143
2018,37195,Wilson County,North Carolina,9.6,2.7037682719
2018,38091,Steele County,North Dakota,9.6,12.454076743
2018,38097,Traill County,North Dakota,9.6,2.1461036279
2018,39067,Harrison County,Ohio,9.6,4.5882513993
2018,40027,Cleveland County,Oklahoma,9.6,5.5986863296
2018,40037,Creek County,Oklahoma,9.6,5.3269153785
2018,40095,Marshall County,Oklahoma,9.6,14.434096847
2018,47117,Marshall County,Tennessee,9.6,8.9664069381
2018,51065,Fluvanna County,Virginia,9.6,3.1577054632
2018,51143,Pittsylvania County,Virginia,9.6,5.9244585984
2018,51173,Smyth County,Virginia,9.6,1.149394083
2018,53027,Grays Harbor County,Washington,9.6,5.4219830078
2018,54063,Monroe County,West Virginia,9.6,18.725910301
2018,54093,Tucker County,West Virginia,9.6,0.9170976705
2018,01093,Marion County,Alabama,9.7,1.0310084298
2018,05085,Lonoke County,Arkansas,9.7,5.2967568257
2018,05101,Newton County,Arkansas,9.7,11.354713473
2018,13009,Baldwin County,Georgia,9.7,12.87980186
2018,13035,Butts County,Georgia,9.7,8.5464164803
2018,13051,Chatham County,Georgia,9.7,10.806293213
2018,13135,Gwinnett County,Georgia,9.7,9.7083320708
2018,13177,Lee County,Georgia,9.7,6.8076937373
2018,13227,Pickens County,Georgia,9.7,5.7179233498
2018,16083,Twin Falls County,Idaho,9.7,4.7142902513
2018,18025,Crawford County,Indiana,9.7,5.4922246717
2018,18111,Newton County,Indiana,9.7,5.404391458
2018,19099,Jasper County,Iowa,9.7,3.9277336117
2018,19145,Page County,Iowa,9.7,3.2964157178
2018,20063,Gove County,Kansas,9.7,33.050554846
2018,21173,Montgomery County,Kentucky,9.7,6.3196256786
2018,21225,Union County,Kentucky,9.7,19.977222375
2018,22087,St. Bernard Parish,Louisiana,9.7,16.181565672
2018,24025,Harford County,Maryland,9.7,4.6620521475
2018,26075,Jackson County,Michigan,9.7,10.854937317
2018,28031,Covington County,Mississippi,9.7,No Data
2018,28105,Oktibbeha County,Mississippi,9.7,19.405966703
2018,30073,Pondera County,Montana,9.7,12.920756665
2018,32021,Mineral County,Nevada,9.7,32.723600023
2018,33017,Strafford County,New Hampshire,9.7,5.6651360705
2018,36029,Erie County,New York,9.7,5.7547893537
2018,36097,Schuyler County,New York,9.7,0.3555402908
2018,36099,Seneca County,New York,9.7,2.0608994644
2018,37069,Franklin County,North Carolina,9.7,2.1685792776
2018,38035,Grand Forks County,North Dakota,9.7,9.9631525831
2018,39043,Erie County,Ohio,9.7,6.89552766
2018,39073,Hocking County,Ohio,9.7,5.7149282569
2018,40017,Canadian County,Oklahoma,9.7,7.5575000695
2018,40117,Pawnee County,Oklahoma,9.7,1.6115097797
2018,45091,York County,South Carolina,9.7,8.5295670899
2018,47167,Tipton County,Tennessee,9.7,1.5792433297
2018,48041,Brazos County,Texas,9.7,12.364658376
2018,48213,Henderson County,Texas,9.7,8.3481882481
2018,48401,Rusk County,Texas,9.7,11.199660811
2018,48473,Waller County,Texas,9.7,11.055042248
2018,49037,San Juan County,Utah,9.7,30.129505571
2018,51025,Brunswick County,Virginia,9.7,10.065113641
2018,51111,Lunenburg County,Virginia,9.7,0.01850134
2018,54065,Morgan County,West Virginia,9.7,4.4650977911
2018,01067,Henry County,Alabama,9.8,8.0481033695
2018,01077,Lauderdale County,Alabama,9.8,6.4706819216
2018,01095,Marshall County,Alabama,9.8,10.031421286
2018,05055,Greene County,Arkansas,9.8,6.6507178492
2018,12057,Hillsborough County,Florida,9.8,8.2191373262
2018,13139,Hall County,Georgia,9.8,7.3750798801
2018,13297,Walton County,Georgia,9.8,10.901659786
2018,16005,Bannock County,Idaho,9.8,11.606818609
2018,18085,Kosciusko County,Indiana,9.8,4.9058260952
2018,18127,Porter County,Indiana,9.8,7.9451650842
2018,18149,Starke County,Indiana,9.8,1.279719355
2018,18159,Tipton County,Indiana,9.8,7.3218132468
2018,19085,Harrison County,Iowa,9.8,5.8333347116
2018,20037,Crawford County,Kansas,9.8,12.76311371
2018,21073,Franklin County,Kentucky,9.8,8.8201878865
2018,22011,Beauregard Parish,Louisiana,9.8,20.597160929
2018,23019,Penobscot County,Maine,9.8,5.755577954
2018,27023,Chippewa County,Minnesota,9.8,5.0833887545
2018,28071,Lafayette County,Mississippi,9.8,16.798638291
2018,29031,Cape Girardeau County,Missouri,9.8,9.5193297442
2018,29095,Jackson County,Missouri,9.8,7.8321830619
2018,29099,Jefferson County,Missouri,9.8,8.3489514997
2018,31111,Lincoln County,Nebraska,9.8,3.1350321655
2018,31123,Morrill County,Nebraska,9.8,18.034791163
2018,35005,Chaves County,New Mexico,9.8,16.333986217
2018,36013,Chautauqua County,New York,9.8,5.6477089501
2018,36085,Richmond County,New York,9.8,0.1567635311
2018,42033,Clearfield County,Pennsylvania,9.8,5.7889755815
2018,44007,Providence County,Rhode Island,9.8,3.2619054569
2018,45063,Lexington County,South Carolina,9.8,8.6588635823
2018,47045,Dyer County,Tennessee,9.8,14.911284396
2018,47069,Hardeman County,Tennessee,9.8,6.9534824625
2018,47105,Loudon County,Tennessee,9.8,5.0531863946
2018,47115,Marion County,Tennessee,9.8,5.1269667997
2018,48027,Bell County,Texas,9.8,10.644629728
2018,48039,Brazoria County,Texas,9.8,6.6588459174
2018,48497,Wise County,Texas,9.8,3.2135025042
2018,51550,Chesapeake City,Virginia,9.8,4.8938816482
2018,54057,Mineral County,West Virginia,9.8,5.5362534173
2018,54061,Monongalia County,West Virginia,9.8,6.0969409069
2018,54079,Putnam County,West Virginia,9.8,4.0083706308
2018,01081,Lee County,Alabama,9.9,11.069019519
2018,02290,Yukon-Koyukuk Census Area,Alaska,9.9,43.278596858
2018,04012,La Paz County,Arizona,9.9,26.486596307
2018,05003,Ashley County,Arkansas,9.9,9.444407986
2018,05143,Washington County,Arkansas,9.9,5.3029342646
2018,06077,San Joaquin County,California,9.9,4.535321312
2018,13315,Wilcox County,Georgia,9.9,5.1234104894
2018,18071,Jackson County,Indiana,9.9,9.8124823626
2018,21069,Fleming County,Kentucky,9.9,3.0997638676
2018,21237,Wolfe County,Kentucky,9.9,2.6930814198
2018,23021,Piscataquis County,Maine,9.9,1.6816371374
2018,24005,Baltimore County,Maryland,9.9,4.4240841728
2018,24009,Calvert County,Maryland,9.9,5.2296372326
2018,26117,Montcalm County,Michigan,9.9,1.0433883773
2018,26165,Wexford County,Michigan,9.9,8.4014784129
2018,27105,Nobles County,Minnesota,9.9,9.894126871
2018,27127,Redwood County,Minnesota,9.9,11.66466486
2018,28007,Attala County,Mississippi,9.9,15.408451055
2018,28023,Clarke County,Mississippi,9.9,6.3934139912
2018,28101,Newton County,Mississippi,9.9,8.9903678701
2018,29113,Lincoln County,Missouri,9.9,2.6424489974
2018,35009,Curry County,New Mexico,9.9,12.932073875
2018,36121,Wyoming County,New York,9.9,4.2644503221
2018,37045,Cleveland County,North Carolina,9.9,6.05394473
2018,38105,Williams County,North Dakota,9.9,5.0564656043
2018,39035,Cuyahoga County,Ohio,9.9,3.3131970928
2018,40115,Ottawa County,Oklahoma,9.9,8.95130351
2018,42001,Adams County,Pennsylvania,9.9,4.1891615149
2018,45077,Pickens County,South Carolina,9.9,15.601369479
2018,47031,Coffee County,Tennessee,9.9,5.2987902083
2018,47073,Hawkins County,Tennessee,9.9,6.7805275093
2018,47089,Jefferson County,Tennessee,9.9,5.239173986
2018,47093,Knox County,Tennessee,9.9,11.96912906
2018,47099,Lawrence County,Tennessee,9.9,1.5685348435
2018,47151,Scott County,Tennessee,9.9,7.8695744615
2018,48021,Bastrop County,Texas,9.9,5.5613588137
2018,51041,Chesterfield County,Virginia,9.9,8.1912144057
2018,01113,Russell County,Alabama,10,6.6652776462
2018,05001,Arkansas County,Arkansas,10,23.658697369
2018,05077,Lee County,Arkansas,10,20.286818357
2018,05109,Pike County,Arkansas,10,9.3728349573
2018,12001,Alachua County,Florida,10,7.2112684015
2018,12045,Gulf County,Florida,10,1.8898890351
2018,12053,Hernando County,Florida,10,12.33898567
2018,13107,Emanuel County,Georgia,10,14.709483549
2018,13233,Polk County,Georgia,10,12.153877133
2018,13279,Toombs County,Georgia,10,5.27596193
2018,18039,Elkhart County,Indiana,10,8.718404056
2018,20177,Shawnee County,Kansas,10,10.779149998
2018,20205,Wilson County,Kansas,10,7.7565016143
2018,21135,Lewis County,Kentucky,10,0.5373879255
2018,21163,Meade County,Kentucky,10,5.7729207245
2018,22001,Acadia Parish,Louisiana,10,3.1856759817
2018,24023,Garrett County,Maryland,10,4.1647705888
2018,28009,Benton County,Mississippi,10,16.956796802
2018,28111,Perry County,Mississippi,10,9.8779422473
2018,29181,Ripley County,Missouri,10,3.9681177994
2018,32003,Clark County,Nevada,10,5.1868139744
2018,33007,Coos County,New Hampshire,10,5.1783094109
2018,37101,Johnston County,North Carolina,10,2.8783321371
2018,37117,Martin County,North Carolina,10,3.9833558205
2018,37131,Northampton County,North Carolina,10,0.4641635025
2018,37133,Onslow County,North Carolina,10,14.510072912
2018,37187,Washington County,North Carolina,10,0.2789301916
2018,39097,Madison County,Ohio,10,8.2357414782
2018,40133,Seminole County,Oklahoma,10,12.212222656
2018,45045,Greenville County,South Carolina,10,10.068159949
2018,47047,Fayette County,Tennessee,10,4.8527019617
2018,47081,Hickman County,Tennessee,10,3.8672244492
2018,48251,Johnson County,Texas,10,6.0402655009
2018,48363,Palo Pinto County,Texas,10,24.313701374
2018,51067,Franklin County,Virginia,10,7.944708326
2018,53021,Franklin County,Washington,10,8.8785856448
